id,question,correctAnswer,answerA,answerB,answerC,answerD
10652,"proposed ginsburg way generate microwaves, relied variation liquid scintillation counting.",B,Thermoelectric effect#Seebeck effect,Cherenkov radiation,Bose-Einstein condensate,Raman scattering
10653,one form phenomenon modeled hierarchical model developed haldane haperin.,D,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics),Quantum Hall effect
10654,"weber number inversely proportional quantity, one must correct deviations quantity circular matter using tolman's delta.",D,Vapor pressure,Spin (physics),Entropy,Surface tension
108960,"frederick lindemann created special one these, along koref nernst, useful low temperatures.",A,Calorimeter,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics)
10659,"conservation law quantity depends whether context special general relativity, former situation divergence 0, noether's theorem, translation symmetries imply conserved current.",B,Don Giovanni,Stress-energy tensor,Group (mathematics),Hamiltonian (quantum mechanics)
108965,"increase property relative another described hall-petch effect, meyers law provides empirical relation it.",B,Hamiltonian (quantum mechanics),Hardness,Group (mathematics),Don Giovanni
10663,"setup experiment improved using platinum wire wound pyrex glass support reduce amount metal, version performed goucher davis.",B,Group (mathematics),Franck-Hertz experiment,Hamiltonian (quantum mechanics),Johann Wolfgang von Goethe
108970,"effect accounts first term proca equations, term becomes relevant large photon masses, unlike second term london moment.",B,Riemann zeta function,Meissner effect,Black hole,Jahn-Teller effect
10668,"bruce gurney pioneering work towards developing room-temperature version phenomenon, xiao berkowiez independently discovered type phenomenon granular cobalt-copper solids.",B,Hamiltonian (quantum mechanics),Giant magnetoresistance,Group (mathematics),Don Giovanni
10671,"grand unified models, particles catalyze proton decay callan-rubakov effect.",B,Georg Wilhelm Friedrich Hegel,Magnetic monopole,Group (mathematics),Hamiltonian (quantum mechanics)
108977,"different types organic compound named mosher, hantzsch, roche, probably famously, hagemann.",B,Hamiltonian (quantum mechanics),Ester,Georg Wilhelm Friedrich Hegel,Group (mathematics)
10674,"hans hendrik andersen demonstrated stopping power objects follow bethe formula, result proved existence barkas effect, cause pleochroic halos mineral metamictization.",D,Group (mathematics),Don Giovanni,Hamiltonian (quantum mechanics),Alpha particle
10676,requirement state achieved circumvented using quantum interference rubidium d1 line cesium marlan scully.,C,Group (mathematics),Hamiltonian (quantum mechanics),Population inversion,Georg Wilhelm Friedrich Hegel
10677,"18-coefficient tensor used calculations effect simplified 4 independent values kleinman symmetry present, complex case triclinic crystals.",C,Hamiltonian (quantum mechanics),Group (mathematics),Pockels effect,Don Giovanni
108982,"effect incorrectly explained bohr-kramers-slater theory, relativistic formula function parameter, epsilon, defined planck's constant times frequency divided mass electron times speed light squared.",D,Stark effect,Pauli exclusion principle,Doppler effect,Compton scattering
10680,"kayser-runge formulas early empirical derivation this, theoretical decrement studied plaskett cillie.",B,Hamiltonian (quantum mechanics),Balmer series,Don Giovanni,Group (mathematics)
10705,"one paradox concerning quantity, one calculation places numerator formula identical quantity places denominator, raised peierls.",D,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics),Refractive index
10708,energy hopfield neural network calculated noting network equivalent it.,A,Ising model,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
10709,particles dielectric materials may separated fractionation method uses nonuniform one these.,A,Electric field,Don Giovanni,Hamiltonian (quantum mechanics),Group (mathematics)
10713,"low temperatures, mean free path particles comparable dimensions propagation medium de haas-biermasz effect.",C,Hamiltonian (quantum mechanics),Group (mathematics),Phonon,Don Giovanni
10714,"along dielectric constant, property diminished pyrochlore phase material.",C,Seafloor spreading,Thermoelectric effect#Seebeck effect,Piezoelectricity,Spin (physics)
10715,using system model solvated electrons solution lithium ammonia correctly derives wavelength said solutions color.,C,Group (mathematics),Hamiltonian (quantum mechanics),Particle in a box,Transcription (genetics)
10716,"thiemann operator candidate type constraint, would describe kinematics quantum loop theory.",C,Thermoelectric effect#Seebeck effect,Angular momentum,Hamiltonian (quantum mechanics),Spin (physics)
10718,quantum version quantity 2d-electron systems equal fundamental charge squared times density states; graphenes band structure gives two values quantity.,B,Electronegativity,Capacitance,Spin (physics),Thermoelectric effect#Seebeck effect
10719,"one version effect, allowing higher order mutipole transitions diminishes energy.",B,Don Giovanni,Raman scattering,Group (mathematics),Hamiltonian (quantum mechanics)
10720,"sivers mechanism used model one type asymmetry property, property gives name type disordered material modeled sherrington-kirpatrick model.",C,Turbulence,Eigenvalue,Spin (physics),Viscosity
10721,term used describe set potentials described hertz vectors.,D,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics),Polarization (waves)
109027,"massless bosonic gas, density quantity natural units 2 pi squared times temperature cubed 45 per spin state.",A,Entropy,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
10726,square quantity known enstrophy used diagnostic variable many atmospheric codes.,C,Group (mathematics),Georg Wilhelm Friedrich Hegel,Vorticity,Hamiltonian (quantum mechanics)
10727,"spectral lines generated effect moved one nuclear isomer replaced another, order effect occur e sub r must less one-half linewidth corresponding transition.",D,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics),Mossbauer effect
10728,"tokamaks separatrix exists, safety factor obtains value separatrix.",D,Hamiltonian (quantum mechanics),Don Giovanni,Group (mathematics),Infinity
109036,"energy spectrum characterized steepening knee around 10 16th electron-volts another ankle 10 19th electron-volts, latter possibly due gzk cutoff resulting inelastic collisions cosmic microwave background.",B,Meissner effect,Cosmic ray,Diamagnetism,Cherenkov radiation
10733,"one type energy important theory directly proportional mean fourth power certain radius inversely proportional fifth power another radius, normalized version found x-axis tanabe-sugano diagram; energy namesake stabilization energy.",B,Group (mathematics),Crystal field theory,Hamiltonian (quantum mechanics),Don Giovanni
10734,radiation emitted orbital-electron capture consequence disappearance charge quantity.,D,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics),Magnetic moment
10735,"peccei-quinn theory, seeks solution strong cp problem, triangle anomaly involving particles spontaneously breaks symmetry gives mass axion.",D,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics),Gluon
10736,spherical model berlin kac used show quantity varies linearly defect concentration.,C,Hamiltonian (quantum mechanics),Group (mathematics),Curie temperature,Georg Wilhelm Friedrich Hegel
109043,"hell-vollhard-zellinsky reaction used brominate alpha carbon molecules, synthesized via disproportionation aldehyde.",A,Carboxylic acid,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics)
207348,"one characteristic disease globular enamel growth results rounded teeth, known ""mulberry molars"".",A,Syphilis,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
109046,sachs-wolfe effect observed cosmic microwave background example one form phenomenon.,C,Bose-Einstein condensate,Diffraction,Redshift,Piezoelectricity
203860,"reacted resorcinol hydrochloric acid, linear monosaccharides functional group form red color selwianoff test.",D,Amine,Ester,Alkyne,Aldehyde
109050,"given indirectly mertens formula, double-integral formulation equivalent catalans integral, yields quantity.",C,Vapor pressure,Hamiltonian (quantum mechanics),Gamma,Surface tension
109062,"organ uses selenium cofactor normal function, develops mass cells floor pharynx 3 4 weeks conception.",C,Hamiltonian (quantum mechanics),Don Giovanni,Thyroid,Group (mathematics)
207367,"finding quadrupole-to-monopole ratio correlation function space named quantity used find namesake distortion parameter, symbolized beta.",C,Don Giovanni,Group (mathematics),Redshift,Hamiltonian (quantum mechanics)
207368,"quantum field theory, partition function equal integral e power quantity (an integral plus quantity).",B,Group (mathematics),Action (physics),Johann Wolfgang von Goethe,Hamiltonian (quantum mechanics)
109066,"hyperplasia organ associated myasthenia gravis, aplasia results failure third fourth pharyngeal pouches develop known digeorge syndrome.",B,Group (mathematics),Thymus,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
207371,metal used catalyze process discovered rochow methyl chloride reacted silicon metal produce chlorosilanes.,B,Hamiltonian (quantum mechanics),Copper,Group (mathematics),Georg Wilhelm Friedrich Hegel
109068,de hoffman-teller frame found transformation setting quantity zero upstream downstream shock.,A,Electric field,Diffraction,Angular momentum,Thermoelectric effect#Seebeck effect
207379,lawrence krauss frank wilczek recently argued background phenomena proportional h-bar squared.,B,Group (mathematics),Gravitational wave,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
207381,"msi protocol used mark state components distributed systems order preserve ""coherence."" high load, ""stampede"" occur many concurrent processes access one structures.",D,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics),Cache (computing)
109094,"nature physical world, postulated two tables paradox demonstrate incommensurability common-sensical scientific inquiry.",B,Group (mathematics),Arthur Eddington,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
207400,distribution events subject mogi donut hypothesis.,C,Poisson distribution,Thermoelectric effect#Seebeck effect,Earthquake,Seafloor spreading
207408,"programming language includes phantomreference type get cleared immediately enqueued, unlike soft weak references.",C,Hamiltonian (quantum mechanics),Don Giovanni,Java (programming language),Group (mathematics)
109105,"contact, carl sagan quipped enough compound galactic cloud w-3 completely satisfy entire population planet age solar system.",D,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics),Ethanol
109108,"1964 cotton elucidated first report bonding interactions specifically type orbitals, dirhenium complexes.",B,Group (mathematics),D orbitals,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
207414,dialkylbiaryl phospine ligands used pre-catalysts containing metal include brettphos line.,B,Group (mathematics),Palladium,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
109114,"genetic defect synthesis implicated zellweger syndrome, body unable oxidize certain long-chain fatty acids.",A,Peroxisome,Glycogen,Amino acid,Abscisic acid
203871,chaperone unique cells removes clip invariant chain protein.,A,T cell,Group (mathematics),Hamiltonian (quantum mechanics),Transcription (genetics)
207420,"given well-quasi-ordered preorder sigma, preorder structures homeomorphic embedding sigma well-quasi-ordered according kruskal's theorem structures.",C,Bessel function,Helmholtz free energy,Tree (graph theory),Surface tension
109121,"characteristic green flame color, tetrahydride salt, often considered good hydrogen storage medium fuel cells, common organic reducing agent, although weaker lithium aluminum hydride.",B,Hamiltonian (quantum mechanics),Boron,Georg Wilhelm Friedrich Hegel,Group (mathematics)
109125,gap recently proposed caused low frequency waves lightning strikes atmosphere.,B,Hamiltonian (quantum mechanics),Van Allen radiation belt,Don Giovanni,Group (mathematics)
109128,"fibonacci type notably perform many common operations almost constant amortized cost, often used implement priority queues.",D,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Heap (data structure)
109130,"inner boundary marked lehmann discontinuity, interaction mantle so-called ultra low velocity rigidity zones may explain phenomenon nutation.",A,Outer core,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
207436,"largest known structure universe, hercules-corona borealis great wall, mapped using events.",A,Gamma-ray burst,Cherenkov radiation,Doppler effect,Stark effect
109135,"leptosporangia, spore-generating cells develop single cell, unique them, form basis former system internal classification.",C,Don Giovanni,Hamiltonian (quantum mechanics),Gametophyte,Group (mathematics)
109143,"amadori rearrangement common side path reaction, resulting ketosamines often reacting creatine present reaction environment create potentially harmful heterocyclic compounds quinolines pyridines.",D,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics),Maillard reaction
207454,substitution creating bond element ligand used determine tolman electronic parameter.,A,Nickel,Infrared spectroscopy,Titration,Adenosine triphosphate
109153,"speculative evidence observed strong gravitational lensing abell 1689 bullet clusters, well recently form possible detection axions 1-1.5 mev range.",A,Dark matter,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
207459,ribeiro et.,B,Group (mathematics),Aromaticity,Hamiltonian (quantum mechanics),Don Giovanni
109160,"fugacity formally considered coefficient modifying property, expressed units equivalent ideal conditions.",B,Vapor pressure,Pressure,Arrhenius equation,Aldol reaction
109163,"sellmeier equation relates wavelength absorption resonance, taking account dispersive effects medium.",C,Group (mathematics),Hamiltonian (quantum mechanics),Refractive index,Don Giovanni
207469,fast open source tools type include open64 mlton.,A,Compiler,Group (mathematics),Don Giovanni,Hamiltonian (quantum mechanics)
109167,"spirochetes contained periplasmic space, archaea thought homologous bacterias regarded example convergent evolution due morphological differences including growth different ends atp power source versus cation gradient.",C,Group (mathematics),Hamiltonian (quantum mechanics),Flagellum,Transcription (genetics)
207472,"snow formations, phenomenon responsible producing gastrugi, sudden examples phenomena include squamish willawaw.",D,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics),Wind
109173,"leibnizs formula follows axiomatic definitions, among include alternating multilinear.",B,Hamiltonian (quantum mechanics),Determinant,Group (mathematics),Georg Wilhelm Friedrich Hegel
207479,"molecule used carbon source chloromethylation reactions, reacted aromatic compound hcl.",D,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Formaldehyde
109178,"nemesis theory states companion star sun passes every 26 million years, disrupting sending subjects towards solar system.",B,Hamiltonian (quantum mechanics),Oort cloud,Georg Wilhelm Friedrich Hegel,Group (mathematics)
207484,"jones et al oak ridge discovered one neutron-rich isotope element doubly magic, property shared 100 132 isotopes.",B,Georg Wilhelm Friedrich Hegel,Tin,Group (mathematics),Hamiltonian (quantum mechanics)
207488,ssurgo database contains digital maps substance.,C,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Soil,Group (mathematics)
207491,efficient algorithm based convolution theorem uses fast fourier transform inverse fast fourier transform combination step; algorithm slightly improved martin furer.,B,Georg Wilhelm Friedrich Hegel,Multiplication,Group (mathematics),Hamiltonian (quantum mechanics)
207495,ongoing debate concerns whether outermost shell layer contains anomalous ultra low-velocity zone.,C,Transcription (genetics),Hamiltonian (quantum mechanics),Outer core,Group (mathematics)
109198,normal components known eotvos effect.,B,Hooke's law,Coriolis effect,Nernst equation,Josiah Willard Gibbs
207511,"formation three different types substance, including alkaline tholeiite varieties, subject model kuno.",C,Group (mathematics),Hamiltonian (quantum mechanics),Magma,Don Giovanni
207515,one value field named lloyd shapley.,D,Group (mathematics),Johann Wolfgang von Goethe,Hamiltonian (quantum mechanics),Game theory
109212,"non-lambertian surfaces, value quantity depends incident angle radiation.",B,Hamiltonian (quantum mechanics),Albedo,Group (mathematics),Don Giovanni
109217,organisms cited 1972 paper put forth theory include families related p. bermundensis gryphaea.,C,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Punctuated equilibrium,Group (mathematics)
207531,"one mutation associated structure cause hypohidrotic ectodermal dysplasia, condition sweat glands properly develop.",D,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics),X chromosome
207533,one type phenomenon measured using fe-57 detector harvard tower experiment.,A,Redshift,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics)
207534,namesake research center phenomenon founded william dement stanford.,D,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics),Sleep
109231,"collection called androecium, flowers six whorled around carpel (which orchids fused with) inside structure known perianth, composed petals sepals.",A,Stamen,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
109236,"area three times generating shape, length four times aforementioned shapes diameter.",D,Momentum,Piezoelectricity,Diffraction,Cycloid
109242,"daya bay experiment hong kong due start 2007 intended investigate theta-1-3 mixing angle oscillation, indirectly measuring disappearance antimatter counterpart.",C,Spin (physics),Raman scattering,Neutrino,Seafloor spreading
109249,"due propensity clear renal system three four hours, patients urine often collected early treatment protocols reuse recover it.",A,Penicillin,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics)
207557,"pcsk9 targets molecules destruction, goldstein brown identified mendelian disorder individual died result high levels this.",C,Group (mathematics),Georg Wilhelm Friedrich Hegel,Cholesterol,Hamiltonian (quantum mechanics)
109255,four remarkable aspects noticed discovery: time lag phenomenon; increasing intensity source increased number reactions maximum kinetic energy; red light unable cause it; weak violet light resulted higher energies intense light greater wavelengths.,A,Photoelectric effect,Group (mathematics),Hamiltonian (quantum mechanics),Don Giovanni
207562,"performing action fails independence clones criterion, spoiler effect may occur.",C,Hamiltonian (quantum mechanics),Group (mathematics),Voting,Don Giovanni
207563,"operation carried well-behaved functions multiple variables order fubini's theorem, value operation around closed curve related value interior green's theorem.",C,Hamiltonian (quantum mechanics),Group (mathematics),Integral,Don Giovanni
109260,"posited law conservation difficulty, saying simpler fields develop obscurantist vocabularies, essay postmodernism disrobed.",A,Richard Dawkins,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics)
109262,"quantities must real complex entries equal conjugate transpose, case hermitian matrix.",C,Gibbs free energy,Enthalpy,Eigenvalue,Arrhenius equation
109272,"heated nitric acid, produces thick red vapor hovers liquid oxide precipitate formed bright red crystals.",D,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics),Mercury (element)
109286,"technique commonly uses large wavelength laser argon-ion order prevent competition resonance fluorescence; due weakness resulting measurable signal, narrow rejection filters commonly employed.",D,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics),Raman spectroscopy
109288,"projects atlas cms seek find it, based electroweak observables, expected upper boundary mass 219 gev.",A,Higgs boson,Doppler effect,Seafloor spreading,Cherenkov radiation
109290,naturally-occuring hormones class functional derivatives isopentenyl adenine include zeatin benzyl adenine.,C,Group (mathematics),Hamiltonian (quantum mechanics),Cytokine,Georg Wilhelm Friedrich Hegel
207597,"one member phylum arbacia punctulata, model organism commonly studied developmental biologists eggs transparent.",C,Georg Wilhelm Friedrich Hegel,Group (mathematics),Echinoderm,Hamiltonian (quantum mechanics)
109296,"among successes discovery solar coronal holes 176 days orbit; however, severe damage launch including broken solar panels micrometeoroid shields required spacewalk repair first three missions.",B,Georg Wilhelm Friedrich Hegel,Skylab,Group (mathematics),Hamiltonian (quantum mechanics)
109304,1878 henry rowland showed could produced spinning vulcanite plate sandwiched two glass plates.,C,Cherenkov radiation,Raman scattering,Magnetic field,Thermoelectric effect#Seebeck effect
109306,"1938, wooley extracted pork liver ether create pale yellow crystalline deposit determined substance.",C,Group (mathematics),Hamiltonian (quantum mechanics),Uracil,Don Giovanni
207618,"oldest known specimen belonging plant clade archaefructus lianongenesis, male female gametophytes plant clade greatly reduced, three seven cells, respectively.",A,Flowering plant,Don Giovanni,Hamiltonian (quantum mechanics),Group (mathematics)
109315,"possess pkas ranging 16-19, lose hydrogen form salts useful ether synthesis.",C,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Alcohol,Group (mathematics)
109321,"kirchhoffs voltage law kirchhoffs current law derived it, derived lorentz force certain assumptions made.",D,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics),Ohm's law
109325,mikhail tsvet coined term discovered technique research plant pigments.,D,Group (mathematics),G. E. Moore,Hamiltonian (quantum mechanics),Chromatography
207630,"man used experiment containing charged metal ball, insulating thread, ice-pail confirm gauss's law.",B,Cherenkov radiation,Michael Faraday,Davisson-Germer experiment,Spin (physics)
207633,"bulb-like lobes evident entity's malaspina example, one piedmont types body.",C,Georg Wilhelm Friedrich Hegel,Group (mathematics),Glacier,Hamiltonian (quantum mechanics)
207636,lieb yngvason's axiomatic definition quantity builds caratheodory's.,D,Vapor pressure,Arrhenius equation,Enthalpy,Entropy
109334,joshua lederberg first give molecules name working way genetic information transferred.,C,Don Giovanni,Hamiltonian (quantum mechanics),Plasmid,Group (mathematics)
109340,"proteins associated structures include kinesins dynein, move along order transport molecules throughout cell.",A,Microtubule,Anaphase,Glycolysis,Calcium
109344,"transgenic sheep engineered produce amino acid, necessary production wool.",C,Hamiltonian (quantum mechanics),Group (mathematics),Cysteine,Don Giovanni
109350,induction coils spark gaps first devices suggest existence.,D,Spin (physics),Davisson-Germer experiment,Black hole,Photoelectric effect
109354,biological process triggered tfn-induced signaling suppressed hedgehog signaling pathway.,A,Apoptosis,Acetylcholine,Cholesterol,Glycogen
11051,atkinson-stiglitz separability theorem cortlett-hague theorem relate quantity commodities goods substitutable leisure.,B,Georg Wilhelm Friedrich Hegel,Tax,Group (mathematics),Hamiltonian (quantum mechanics)
207660,"oldest known specimen belonging plant clade archaefructus lianongenesis, male female gametophytes plant clade greatly reduced, three seven cells, respectively.",D,Don Giovanni,Hamiltonian (quantum mechanics),Group (mathematics),Flowering plant
207664,"objects property characteristic coherence length london penetration depth, used squid magnetometers.",B,Piezoelectricity,Superconductivity,Diffraction,Thermoelectric effect#Seebeck effect
207669,one derivation law equates dot product position force vectors surface integral force exerted walls container; method uses statistical mechanics.,C,Don Giovanni,Hamiltonian (quantum mechanics),Ideal gas law,Group (mathematics)
207677,stretch rule states quantity change object distorted along axis rotation.,D,Group (mathematics),G. E. Moore,Hamiltonian (quantum mechanics),Moment of inertia
109374,"one modification apparatus used experiment, designed i. i. rabi, basis mri modification used atomic clocks.",A,Stern-Gerlach experiment,Davisson-Germer experiment,Thermoelectric effect#Seebeck effect,Polymerase chain reaction
109386,"catechol-o-methyl transferase prominently involved catabolysis substance, selective serotonin reuptake inhibitors negatively affected d2 receptors, also thought play role schizophrenia psychosis, blocked.",D,Alcohol,Glycogen,Acetylcholine,Dopamine
109392,"sellmeier equation determine refracting medium, improvement cauchy's equation.",A,Dispersion (optics),Don Giovanni,Hamiltonian (quantum mechanics),Group (mathematics)
109393,halogen addition creates mixture 1-2 1-4 addition product.,A,Diene,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
109394,"sodium salt carboxylated ortho position kolbe-schmitt process, reaction produces salicylic acid.",C,Georg Wilhelm Friedrich Hegel,Group (mathematics),Phenol,Hamiltonian (quantum mechanics)
109397,schypozoans cubozoans phylum possess simple sensory organs known rhopalia.,A,Cnidaria,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Johann Wolfgang von Goethe
109399,"multiple arches embryonic development, single arch adult humans.",D,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Aorta
109401,"structures must import proteins require cytosol; genetic inability import proteins condition, invariably fatal within year birth, known zellweger syndrome.",B,Group (mathematics),Peroxisome,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
109403,"heavenly body class stony meteorites known carbonaceous chondrites, considered oldest materials solar system, composition reflecting primitive solar nebula.",C,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Ceres (dwarf planet),Group (mathematics)
109404,hyaloclastite tachylite considered mafic counterparts material.,B,Georg Wilhelm Friedrich Hegel,Obsidian,Group (mathematics),Hamiltonian (quantum mechanics)
109405,"actually trinary system, one companion dwarf star orbits 18au primary.",A,Polaris,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Johann Wolfgang von Goethe
109406,"two forms related tv times beta-squared kappa, beta thermal expansion coefficient kappa isothermal compressibility.",B,Adenosine triphosphate,Heat capacity,Gibbs free energy,Enthalpy
109407,"prepared freund-gustavson reaction, involves addition zinc 1,3-dihaloalkane.",D,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics),Cyclopropane
109409,"mean field theory predicts discontinuity heat capacity finite value, it's related nearest neighbor coupling parameters onsager's formula.",B,Hamiltonian (quantum mechanics),Curie temperature,Group (mathematics),Georg Wilhelm Friedrich Hegel
109410,"stabilized denticulate ligaments filum terminale, joins conus medullaris bone.",B,Hamiltonian (quantum mechanics),Spinal cord,Group (mathematics),Georg Wilhelm Friedrich Hegel
207715,schmidt hammer tool used measure elastic properties rock surface variety property.,C,Group (mathematics),Don Giovanni,Hardness,Hamiltonian (quantum mechanics)
109412,"production single ones predicted standard model, statistically significant evidence seen yet.its large mass explained peskin-takeuchi parameter; mass 175 giga-electron volts.",B,Georg Wilhelm Friedrich Hegel,Top quark,Hamiltonian (quantum mechanics),Group (mathematics)
207720,"tissue, presence bordered pits walls cells prevents formation embolisms.",B,Phloem,Xylem,Liver,Cholera
207723,"constellation sits atop lepus, rabbit.",D,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics),Orion (constellation)
109421,"namesake built work edmund halley explain objects operate, realizing rotating system would needed account flow, though later explanation coriolis effect would necessary provide complete theory.",C,Hamiltonian (quantum mechanics),Don Giovanni,Hadley cell,Group (mathematics)
109422,"classified according amount silica content, divided one type forms clinkers usually made felsic rhyolite, another type forms tubes usually made mafic basalt.",B,Hamiltonian (quantum mechanics),Lava,Group (mathematics),Georg Wilhelm Friedrich Hegel
207728,"ideal gas, quantity equals square root adiabatic index times gas constant times temperature molar mass, result derived general formula equating square root bulk modulus density.",C,Don Giovanni,Group (mathematics),Speed of sound,Hamiltonian (quantum mechanics)
109425,element may produced oxide pidgeon process.,A,Magnesium,Group (mathematics),Don Giovanni,Hamiltonian (quantum mechanics)
109427,"results experimental technique may visualized ortep (read ""or-tep"").",A,X-ray crystallography,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics)
109429,functional group produced second step darzens condensation synthesized enantioselectively using manganese-salen complex catalyst combination titanium tetraisopropoxide diethyl tartrate reactions named jacobsen sharpless.,C,Group (mathematics),Georg Wilhelm Friedrich Hegel,Epoxide,Hamiltonian (quantum mechanics)
109431,chemical composition quantity variables enter russell-vogt theorem.,D,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics),Mass
109432,"mans eponymous acceleration mechanism involves charged particles reflecting moving magnetic mirrors, may explain cosmic-ray acceleration supernova remnant shocks.",C,Pauli exclusion principle,Doppler effect,Enrico Fermi,Magnetic monopole
109433,"diseased, structures often develop parking lot inclusions.",B,Don Giovanni,Mitochondrion,Hamiltonian (quantum mechanics),Group (mathematics)
109435,"antibiotic mupirocin binds enzyme synthesizes one member group molecules, puromycin functions mimicking one end molecule.",D,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Transfer RNA
109437,organisms possess pores gas exchange known cyphellae.,A,Lichen,Hamiltonian (quantum mechanics),G. E. Moore,Group (mathematics)
109440,objects obey n sigma relation derived dressler relation three observables known fundamental plane.,A,Elliptical galaxy,Hamiltonian (quantum mechanics),Don Giovanni,Group (mathematics)
207745,"equation governing phenomena usually written d'alembertian field equal zero, ""packets"" phenomena obey fourier uncertainty principle.",D,Hamiltonian (quantum mechanics),Group (mathematics),Don Giovanni,Wave
109451,"modern applications utilizing include gamma spectroscopy radiobiology, predictability useful considering high energy x-rays used radiation therapy.",A,Compton scattering,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
109455,"part metabolic pathway used convert carbohydrates, fats proteins carbon dioxide water generate useable energy.",A,Citric acid cycle,Hamiltonian (quantum mechanics),Don Giovanni,Group (mathematics)
207765,"direct coombs test looks presence antibodies cells, one disease associated cells comes aplastic pernicious forms.",B,Transcription (genetics),Red blood cell,Group (mathematics),Hamiltonian (quantum mechanics)
109463,"primary vehicle study proteomes, richard lewontin jack hubby relied heavily publication concerning drosophila polymorphisms.",A,Gel electrophoresis,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
109467,"matsuoka group discovered first soluble receptor class compounds, della proteins critical signaling cascades.",C,Group (mathematics),Hamiltonian (quantum mechanics),Gibberellin,Georg Wilhelm Friedrich Hegel
207772,"derivative natural log quantity respect time equal enthalpy change r times squared, according van't hoff equation.",A,Equilibrium constant,Vapor pressure,Arrhenius equation,Henry's law
109472,main contribution biology measuring guinea pigs respiration calorimeter.,D,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Antoine Lavoisier
109479,diels-alder reactions dienes molecules catalyzed ruthenium lewis acids.,D,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Ketone
207788,"property present elements horizontal axis bethe-slater curve, occurs materials one easy axes.",B,Piezoelectricity,Ferromagnetism,Diffraction,Thermoelectric effect#Seebeck effect
